Mietbegin Mietende Länge ID position
8 18 8 548 125
8 18 8 587 104
8 18 7 530 639
8 18 7 362 344
8 18 6 186 329
8 18 6 462 1
8 18 6 47 86
8 18 6 282 162
8 17 6 103 384
8 13 10 227 952
8 18 5 97 57
9 18 5 175 848
8 18 4 87 136
8 18 4 38 373
8 18 4 407 683
8 18 4 583 31
9 14 8 34 558
9 18 4 490 823
8 17 4 194 96
13 18 7 321 611
13 18 7 418 581
10 15 7 213 466
8 18 3 188 429
8 18 3 220 636
13 18 6 214 716
8 18 3 316 876
8 18 3 345 476
13 18 6 259 151
8 18 3 464 411
10 17 4 440 871
8 17 3 262 404
8 16 3 332 339
13 18 4 546 44
8 18 2 204 113
8 18 2 579 766
8 18 2 442 589
13 18 3 392 351
8 13 3 271 595
8 11 5 131 652
8 18 4 31 407
8 18 3 279 54
8 18 3 344 244
13 18 3 564 236
8 13 8 147 792
8 18 2 478 867
8 18 2 430 899
8 18 3 2 855
13 18 4 95 859
13 18 5 139 253
13 18 4 144 147
8 17 2 37 184
8 18 3 398 944
8 18 3 541 776
17 18 7 127 181
8 17 3 157 248
8 18 2 487 300
8 13 8 242 417
8 13 7 40 664
8 17 4 17 965
8 13 3 500 253
8 16 5 125 433
9 13 6 201 630
8 13 7 65 692
8 18 1 275 314
8 18 3 486 28
9 14 4 302 758
8 18 3 44 51
8 13 6 357 976
13 18 4 365 694
13 18 4 333 707
8 18 2 416 927
13 18 2 535 731
8 18 2 149 646
13 18 4 64 40
8 18 2 433 507
8 18 2 556 143
13 18 3 352 711
8 13 3 241 603
9 13 5 236 198
8 13 4 164 709
8 18 3 534 929
8 18 4 303 356
8 13 3 308 48
8 13 10 53 445
8 13 9 285 488
8 15 2 372 497
13 18 6 453 302
8 18 2 294 542
8 13 8 134 610
8 18 3 233 843
8 18 3 256 500
11 17 3 373 572
8 18 2 42 813
13 18 2 426 81
13 18 3 148 195
8 17 2 79 94
13 18 5 102 454
8 18 4 168 173
8 18 2 563 785
13 18 5 124 951
13 18 7 350 794
8 13 3 460 772
8 12 6 81 618
8 16 2 161 9
8 13 4 347 990
8 14 3 159 804
8 13 2 519 789
8 16 4 136 220
8 13 5 602 379
8 13 2 77 282
13 18 5 518 689
8 18 3 421 509
13 18 4 394 525
13 16 6 353 532
13 18 4 473 882
13 18 4 515 177
8 18 2 70 925
8 18 3 166 827
8 17 2 538 982
8 13 3 424 581
8 15 3 331 265
13 18 3 601 115
8 15 4 532 659
13 18 3 178 445
9 12 3 243 750
8 17 3 465 186
9 18 3 154 370
8 18 2 554 748
13 18 2 158 342
8 13 8 431 534
8 16 3 528 83
13 18 4 174 781
13 18 3 249 622
8 13 4 11 228
13 18 4 461 460
8 13 3 427 585
8 14 3 355 262
8 13 2 497 858
8 13 3 3 153
8 18 3 74 71
8 13 6 544 527
13 18 3 334 48
8 17 2 60 727
8 18 4 130 648
9 14 2 62 474
8 13 4 90 236
8 18 2 57 392
13 18 4 364 575
8 13 3 337 273
8 13 5 569 351
13 18 4 390 308
8 18 3 596 552
8 18 3 195 879
8 15 3 107 21
8 13 4 441 216
8 18 2 207 226
8 12 4 12 158
13 14 5 567 600
13 18 4 531 538
13 18 4 526 67
8 18 1 599 459
8 15 2 521 521
8 13 2 450 279
11 16 4 21 360
8 18 2 58 544
