Mietbegin Mietende Länge ID position
8 18 8 548 249
8 18 8 587 451
8 18 7 530 628
8 18 7 362 116
8 18 6 186 604
8 18 6 462 234
8 18 6 47 344
8 18 6 282 492
8 17 6 103 744
8 13 10 227 302
8 13 10 53 575
8 18 5 588 217
8 18 5 97 272
8 18 5 273 77
8 18 5 400 979
8 15 7 254 52
8 16 6 129 402
9 18 5 175 380
13 18 9 511 913
8 13 9 285 85
10 15 9 99 180
13 18 9 128 284
8 17 5 551 174
8 18 4 82 811
13 18 8 411 414
8 18 4 244 940
8 18 4 87 199
8 13 8 431 29
8 13 8 242 844
8 18 4 141 434
8 18 4 496 320
13 18 8 489 334
8 18 4 269 211
8 18 4 115 806
8 13 8 147 771
8 13 8 134 524
8 18 4 38 734
8 18 4 31 467
8 18 4 407 243
8 18 4 583 128
8 18 4 202 649
8 18 4 123 987
8 16 5 125 596
8 18 4 303 705
8 18 4 543 329
8 18 4 168 363
9 14 8 34 857
8 18 4 130 877
13 18 8 230 771
9 18 4 490 144
8 17 4 110 723
8 17 4 196 683
8 17 4 17 658
8 17 4 586 786
8 17 4 126 543
8 17 4 194 11
11 16 7 348 353
13 18 7 143 850
13 18 7 350 817
13 18 7 321 667
8 13 7 65 45
11 18 5 429 710
9 14 7 117 459
8 13 7 40 61
10 15 7 213 387
8 16 4 36 37
8 16 4 585 552
8 16 4 136 446
8 18 3 297 614
8 18 3 92 429
8 18 3 188 976
8 18 3 534 138
13 18 6 30 839
8 18 3 541 565
8 13 6 544 260
8 18 3 166 762
8 18 3 220 572
13 18 6 214 522
8 18 3 565 42
9 14 6 15 150
8 18 3 316 425
8 18 3 358 372
8 13 6 357 797
8 18 3 195 729
8 18 3 596 679
8 18 3 2 738
8 18 3 345 513
11 16 6 391 395
8 18 3 279 782
8 18 3 486 161
13 18 6 453 925
8 18 3 233 664
8 18 3 295 623
8 18 3 252 73
8 18 3 44 312
8 18 3 274 408
8 18 3 421 166
8 18 3 256 695
8 18 3 78 996
13 18 6 259 191
8 18 3 464 441
12 18 5 288 618
8 18 3 74 222
8 18 3 398 886
8 18 3 344 591
9 16 4 369 900
13 17 7 211 100
10 17 4 440 477
8 15 4 532 485
8 17 3 465 866
9 18 3 154 438
8 17 3 157 827
8 17 3 262 636
13 18 5 139 766
8 13 5 192 991
13 18 5 124 0
8 13 5 602 832
13 18 5 513 504
13 18 5 518 688
13 18 5 102 643
10 15 5 366 203
10 15 5 581 881
8 13 5 569 471
8 14 4 49 568
8 16 3 528 422
8 16 3 488 654
8 14 4 18 892
11 17 4 257 226
8 12 6 81 946
8 16 3 332 561
9 13 6 201 934
13 17 6 7 575
8 15 3 331 872
13 16 7 171 948
8 15 3 107 905
8 15 3 466 68
8 18 2 207 897
8 18 2 600 964
8 18 2 523 83
13 18 4 526 833
13 17 5 594 63
9 13 5 236 968
13 18 4 531 279
13 18 4 539 305
13 18 4 546 532
8 18 2 204 869
8 18 2 554 17
8 18 2 556 325
8 18 2 563 247
8 18 2 579 277
8 18 2 210 499
13 18 4 203 90
8 18 2 577 361
13 18 4 540 701
13 18 4 212 45
13 18 4 260 909
8 18 2 506 757
8 13 4 347 291
13 18 4 364 261
13 18 4 365 969
8 13 4 370 98
8 13 4 378 4
8 18 2 379 411
13 18 4 386 790
9 14 4 302 750
13 18 4 394 796
8 18 2 416 955
8 18 2 430 815
13 18 4 515 934
13 18 4 291 28
8 13 4 441 766
8 18 2 286 641
8 18 2 442 715
13 18 4 461 230
13 18 4 473 96
8 18 2 478 172
13 18 4 481 991
8 18 2 485 958
8 18 2 487 501
8 13 4 264 537
8 18 2 505 316
13 18 4 333 845
8 18 2 433 541
13 18 4 390 20
8 18 2 0 675
8 18 2 70 124
8 18 2 42 133
13 18 4 173 547
13 18 4 174 5
8 13 4 164 297
8 18 2 58 557
8 13 4 90 670
11 16 4 21 109
8 13 4 113 822
13 18 4 112 156
8 18 2 57 586
8 18 2 32 611
8 18 2 76 518
13 18 4 64 537
13 18 4 22 944
13 18 4 182 293
8 18 2 41 489
13 18 4 144 59
8 18 2 150 741
8 18 2 149 889
13 18 4 162 509
8 13 4 11 284
8 17 2 538 961
8 17 2 37 589
8 17 2 60 779
14 17 6 580 461
8 14 3 159 759
14 16 9 457 857
8 17 2 79 717
9 18 2 495 94
8 14 3 24 922
13 16 6 353 471
8 14 3 355 135
11 17 3 373 601
8 12 4 12 838
15 17 8 247 49
8 16 2 425 794
8 16 2 161 516
8 16 2 455 481
9 17 2 284 351
8 16 2 311 169
8 16 2 552 9
13 17 4 167 33
13 17 4 589 528
8 16 2 45 639
8 16 2 319 267
8 16 2 217 197
8 13 3 351 521
13 18 3 352 208
13 18 3 354 931
13 18 3 380 582
13 18 3 361 258
13 18 3 310 269
13 18 3 572 830
8 13 3 23 507
13 18 3 276 966
13 18 3 148 754
13 18 3 105 309
8 13 3 271 415
13 18 3 101 86
13 18 3 20 800
13 18 3 338 720
13 18 3 387 24
8 13 3 137 102
8 13 3 313 701
8 13 3 427 926
13 18 3 334 369
13 18 3 392 141
8 13 3 424 189
8 13 3 324 281
8 13 3 402 688
13 18 3 601 973
8 11 5 131 396
13 18 3 122 824
8 13 3 308 691
13 18 3 564 698
8 13 3 337 1
8 13 3 409 269
8 13 3 145 929
13 18 3 266 240
13 18 3 249 984
8 13 3 460 335
8 13 3 176 193
8 13 3 584 912
8 13 3 241 532
8 13 3 517 503
8 13 3 3 341
8 13 3 499 257
8 13 3 500 141
8 15 2 80 727
8 15 2 85 164
8 15 2 463 385
8 15 2 475 107
8 10 7 98 182
8 15 2 571 327
8 15 2 521 444
8 15 2 341 875
8 15 2 372 71
8 15 2 306 732
8 11 4 226 709
8 10 6 359 20
9 15 2 75 432
8 11 4 468 916
13 18 2 498 265
