Mietbegin Mietende Länge ID position
8 18 7 362 618
8 18 6 462 781
8 18 6 47 425
8 18 6 186 982
8 18 6 282 881
8 17 6 103 989
8 13 10 53 365
8 18 5 400 704
8 18 5 97 202
8 18 5 273 228
8 13 10 227 236
8 15 7 254 248
8 16 6 129 263
9 18 5 175 377
13 18 9 128 973
10 15 9 99 792
8 13 9 285 281
8 18 4 123 648
8 18 4 87 410
8 16 5 125 968
8 18 4 82 754
8 18 4 115 65
8 18 4 130 555
8 18 4 244 529
8 18 4 141 637
8 13 8 147 920
8 18 4 168 710
8 18 4 202 905
13 18 8 230 604
8 13 8 242 438
8 18 4 269 127
8 18 4 303 853
8 18 4 407 765
13 18 8 411 292
8 13 8 431 187
8 13 8 134 465
8 18 4 38 258
13 18 8 489 722
9 14 8 34 337
8 18 4 31 149
8 17 4 126 37
8 17 4 196 577
8 17 4 17 303
8 17 4 194 868
8 17 4 110 179
8 13 7 65 392
13 18 7 321 136
8 13 7 40 75
13 18 7 418 460
11 18 5 429 836
13 18 7 350 826
11 16 7 348 803
10 15 7 213 538
13 18 7 143 435
9 14 7 117 594
8 16 4 36 520
8 16 4 136 161
8 18 3 345 896
8 18 3 344 327
8 13 6 357 631
12 18 5 288 209
8 18 3 358 480
8 18 3 295 30
8 18 3 279 743
8 18 3 78 52
8 18 3 297 358
8 18 3 274 475
8 18 3 92 915
8 18 3 74 72
13 18 6 30 489
13 18 6 259 454
8 18 3 398 524
8 18 3 252 223
8 18 3 166 132
8 18 3 486 932
8 18 3 44 119
8 18 3 188 751
8 18 3 195 674
8 18 3 464 278
13 18 6 453 216
8 18 3 256 738
13 18 6 214 582
8 18 3 436 486
8 18 3 220 814
8 18 3 421 614
9 14 6 15 315
8 18 3 316 324
8 18 3 233 312
11 16 6 391 677
8 18 3 2 701
10 17 4 440 165
13 17 7 211 350
9 16 4 369 449
8 17 3 262 483
8 17 3 157 938
9 18 3 154 628
8 17 3 465 559
13 18 5 124 495
13 18 5 139 818
8 13 5 192 847
13 18 5 102 927
10 15 5 366 104
8 16 3 332 1
8 14 4 18 952
8 12 6 81 330
8 14 4 49 308
9 13 6 201 562
13 17 6 7 281
8 16 3 488 550
11 17 4 257 418
13 16 7 171 685
8 15 3 466 546
8 15 3 331 643
8 15 3 107 24
13 18 4 364 112
8 18 2 286 662
13 18 4 473 6
13 18 4 291 186
8 18 2 294 109
8 18 2 478 748
13 18 4 481 33
13 18 4 365 87
13 18 4 182 197
8 13 4 347 399
13 18 4 174 244
13 18 4 173 93
13 18 4 333 57
8 18 2 487 864
8 13 4 164 183
13 18 4 162 384
8 18 2 485 696
8 13 4 378 978
13 18 4 203 889
8 18 2 204 501
8 13 4 370 346
8 18 2 379 590
13 18 4 386 633
13 18 4 390 504
8 13 4 264 506
9 13 5 236 144
13 18 4 394 843
8 18 2 416 959
8 18 2 430 788
8 18 2 433 207
8 13 4 11 928
8 13 4 441 719
8 18 2 442 779
13 18 4 212 362
13 18 4 461 190
