Mietbegin Mietende Länge ID position
8 18 7 362 797
8 18 6 462 919
8 18 6 47 502
8 18 6 186 872
8 18 6 282 273
8 17 6 103 685
8 13 10 53 782
8 18 5 400 889
8 18 5 97 647
8 18 5 273 950
8 13 10 227 218
8 15 7 254 744
8 16 6 129 314
9 18 5 175 98
13 18 9 128 968
10 15 9 99 83
8 13 9 285 138
8 18 4 123 403
8 18 4 87 824
8 16 5 125 243
8 18 4 82 495
8 18 4 115 532
8 18 4 130 853
8 18 4 244 546
8 18 4 141 462
8 13 8 147 553
8 18 4 168 47
8 18 4 202 357
13 18 8 230 349
8 13 8 242 606
8 18 4 269 831
8 18 4 303 926
8 18 4 407 264
13 18 8 411 408
8 13 8 431 60
8 13 8 134 324
8 18 4 38 615
13 18 8 489 448
9 14 8 34 768
8 18 4 31 679
8 17 4 126 166
8 17 4 196 200
8 17 4 17 540
8 17 4 194 816
8 17 4 110 126
8 13 7 65 935
13 18 7 321 109
8 13 7 40 209
13 18 7 418 364
11 18 5 429 638
13 18 7 350 55
11 16 7 348 594
10 15 7 213 978
13 18 7 143 628
9 14 7 117 301
8 16 4 36 248
8 16 4 136 23
8 18 3 345 942
8 18 3 344 395
8 13 6 357 697
12 18 5 288 653
8 18 3 358 439
8 18 3 295 488
8 18 3 279 38
8 18 3 78 104
8 18 3 297 334
8 18 3 274 514
8 18 3 92 895
8 18 3 74 17
13 18 6 30 668
13 18 6 259 474
8 18 3 398 661
8 18 3 252 578
8 18 3 166 151
8 18 3 486 51
8 18 3 44 285
8 18 3 188 995
8 18 3 195 33
8 18 3 464 425
13 18 6 453 585
8 18 3 256 434
13 18 6 214 843
8 18 3 436 988
8 18 3 220 736
8 18 3 421 523
9 14 6 15 185
8 18 3 316 947
8 18 3 233 622
11 16 6 391 117
8 18 3 2 821
10 17 4 440 256
13 17 7 211 712
9 16 4 369 92
8 17 3 262 123
8 17 3 157 43
9 18 3 154 753
8 17 3 465 731
13 18 5 124 419
13 18 5 139 725
8 13 5 192 839
13 18 5 102 329
10 15 5 366 180
8 16 3 332 177
8 14 4 18 759
8 12 6 81 229
8 14 4 49 388
9 13 6 201 8
13 17 6 7 858
8 16 3 488 572
11 17 4 257 28
13 16 7 171 207
8 15 3 466 991
8 15 3 331 510
8 15 3 107 836
13 18 4 364 231
8 18 2 286 804
13 18 4 473 428
13 18 4 291 783
8 18 2 294 508
8 18 2 478 884
13 18 4 481 297
13 18 4 365 904
13 18 4 182 740
8 13 4 347 292
13 18 4 174 322
13 18 4 173 792
13 18 4 333 481
8 18 2 487 468
8 13 4 164 112
13 18 4 162 236
8 18 2 485 565
8 13 4 378 482
13 18 4 203 225
8 18 2 204 592
8 13 4 370 238
8 18 2 379 205
13 18 4 386 664
13 18 4 390 191
8 13 4 264 626
9 13 5 236 158
13 18 4 394 144
8 18 2 416 154
8 18 2 430 4
8 18 2 433 96
8 13 4 11 632
8 13 4 441 371
8 18 2 442 171
13 18 4 212 289
13 18 4 461 865
8 18 2 210 393
8 18 2 207 342
13 18 4 260 955
9 14 4 302 961
8 18 2 0 849
13 18 4 64 442
8 18 2 57 529
11 16 4 21 456
8 18 2 70 932
8 18 2 42 376
8 18 2 41 380
13 18 4 22 880
8 18 2 58 563
8 18 2 76 722
8 18 2 149 280
8 18 2 32 491
8 13 4 113 806
13 18 4 112 674
8 13 4 90 705
8 18 2 150 68
13 18 4 144 75
8 14 3 355 195
8 17 2 79 198
8 14 3 24 398
11 17 3 373 691
8 17 2 60 260
13 16 6 353 697
8 14 3 159 619
14 16 9 457 133
8 16 2 319 659
8 16 2 455 282
8 16 2 161 811
