swap->abgelehnt -905 470

swap->abgelehnt -905 468

swap->abgelehnt -913 463

swap->abgelehnt -913 460

swap->verwendet -907
swap->abgelehnt -918 459

swap->abgelehnt -948 457

swap->abgelehnt -953 456

verschiebe -953 455

swap->abgelehnt -953 454

swap->abgelehnt -953 451

swap->verwendet -953 453

verschiebe -963 451

swap->verwendet -963 454

verschiebe -963 454

verschiebe -963 454

verschiebe -963 454

verschiebe -948
verschiebe -963 454

verschiebe -963 453

swap->abgelehnt -963 451

swap->verwendet -963 452

swap->abgelehnt -953 452

swap->verwendet -953 454

swap->verwendet -953 456

verschiebe -953 457

swap->abgelehnt -953 455

verschiebe -953 455

swap->verwendet -948
swap->abgelehnt -983 453

verschiebe -983 454

swap->abgelehnt -1003 452

verschiebe -1003 452

swap->verwendet -985
swap->abgelehnt -1003 450

swap->abgelehnt -998 450

swap->verwendet -1006 450

swap->verwendet -1006 454

swap->verwendet -970
swap->abgelehnt -1006 451

verschiebe -1006 450

verschiebe -1006 450

verschiebe -986
verschiebe -996 449

verschiebe -996 449

swap->abgelehnt -996 448

swap->abgelehnt -996 446

swap->verwendet -996 448

swap->verwendet -976 451

verschiebe -976 452

verschiebe -976 452

verschiebe -976 451

swap->abgelehnt -971 451

swap->verwendet -971 454

verschiebe -971 454

verschiebe -971 452

verschiebe -971 452

verschiebe -971 452

swap->abgelehnt -971 449

swap->abgelehnt -964
verschiebe -971 450

swap->abgelehnt -961 450

verschiebe -961 450

swap->verwendet -956 453

verschiebe -956 453

swap->verwendet -961 453

verschiebe -961 453

swap->abgelehnt -961 448

verschiebe -986 447

swap->verwendet -986 450

verschiebe -986 450

verschiebe -986 450

swap->abgelehnt -986 449

swap->abgelehnt -986 448

verschiebe -986 448

swap->verwendet -991 448

verschiebe -991 449

swap->verwendet -971 452

verschiebe -971 451

verschiebe -971 450

verschiebe -971 452

verschiebe -971 452

verschiebe -971 452

verschiebe -971 452

verschiebe -971 452

verschiebe -971 453

verschiebe -964
verschiebe -995 454

swap->abgelehnt -995 450

verschiebe -966
verschiebe -995 448

swap->verwendet -995 449

swap->abgelehnt -1010 447

swap->verwendet -1010 451

verschiebe -1010 451

swap->verwendet -1010 452

verschiebe -1010 452

swap->abgelehnt -1010 449

verschiebe -1010 450

swap->verwendet -990 451

swap->abgelehnt -970
swap->verwendet -990 457

verschiebe -990 457

swap->abgelehnt -980 457

verschiebe -980 457

verschiebe -980 457

swap->verwendet -980 461

swap->abgelehnt -1000 457

swap->verwendet -1000 458

swap->verwendet -1000 460

verschiebe -1010 458

verschiebe -1006 459

swap->abgelehnt -1006 456

swap->abgelehnt -1006 453

verschiebe -1006 453

verschiebe -1006 452

swap->abgelehnt -1006 451

verschiebe -1006 451

swap->verwendet -1006 456

verschiebe -1006 454

verschiebe -1006 453

swap->verwendet -1009 453

swap->abgelehnt -1009 452

swap->verwendet -989 456

swap->verwendet -989 460

swap->verwendet -989 463

swap->abgelehnt -989 460

verschiebe -989 462

swap->abgelehnt -989 457

verschiebe -994 457

verschiebe -994 457

swap->abgelehnt -1019 455

swap->verwendet -1019 457

swap->verwendet -1016 462

swap->abgelehnt -1008 462

swap->verwendet -1018 462

swap->verwendet -1018 465

verschiebe -1012 464

swap->abgelehnt -1012 462

swap->verwendet -1012 464

verschiebe -1007 467

swap->verwendet -1007 469

verschiebe -1007 469

verschiebe -1007 470

swap->abgelehnt -1017 469

swap->verwendet -1017 470

swap->abgelehnt -1012 470

verschiebe -1012 470

verschiebe -1012 469

swap->verwendet -1012 472

swap->verwendet -1012 474

swap->verwendet -1012 477

swap->abgelehnt -997 477

swap->verwendet -997 480

verschiebe -979
verschiebe -1011 479

verschiebe -1011 481

swap->abgelehnt -1011 480

verschiebe -1011 480

swap->abgelehnt -1001 480

swap->verwendet -1001 484

verschiebe -1001 484

swap->verwendet -1005 484

verschiebe -1005 482

swap->verwendet -1000 483

verschiebe -960
swap->verwendet -1000 485

verschiebe -1000 485

swap->verwendet -1010 485

verschiebe -1030 484

verschiebe -1030 483

verschiebe -1050 481

verschiebe -1050 481

verschiebe -1056 480

verschiebe -1056 477

swap->abgelehnt -1056 474

verschiebe -1056 472

swap->verwendet -1070 472

swap->abgelehnt -1080 471

swap->abgelehnt -1080 470

verschiebe -1065
verschiebe -1080 470

swap->abgelehnt -1090 469

verschiebe -1090 469

swap->verwendet -1090 472

verschiebe -1090 473

swap->abgelehnt -1085 473

swap->abgelehnt -1085 472

swap->abgelehnt -1084 472

swap->abgelehnt -1084 471

verschiebe -1124 472

swap->abgelehnt -1118 472

verschiebe -1118 474

swap->abgelehnt -1118 472

swap->verwendet -1118 473

verschiebe -1118 471

verschiebe -1118 471

verschiebe -1114 472

verschiebe -1114 472

swap->abgelehnt -1114 471

swap->verwendet -1114 473

