Mietbegin Mietende Länge ID position
8 18 2 0 0
13 18 3 1 2
8 18 3 2 997
8 13 3 3 2
8 13 2 4 5
8 15 1 5 996
13 18 2 6 5
13 17 6 7 7
8 13 1 8 7
8 13 2 9 8
13 18 2 10 994
8 13 4 11 10
8 12 4 12 14
8 13 1 13 995
13 15 8 14 13
9 14 6 15 988
8 14 1 16 987
8 17 4 17 983
8 14 4 18 979
8 13 1 19 978
13 18 3 20 976
11 16 4 21 972
13 18 4 22 968
8 13 3 23 18
8 14 3 24 21
13 18 2 25 966
12 17 2 26 964
11 16 1 27 963
13 18 1 28 962
13 18 2 29 960
13 18 6 30 954
8 18 4 31 24
8 18 2 32 28
8 18 1 33 30
9 14 8 34 31
13 18 2 35 952
8 16 4 36 39
8 17 2 37 43
8 18 4 38 45
13 18 3 39 49
8 13 7 40 49
8 18 2 41 56
8 18 2 42 58
8 13 1 43 60
8 18 3 44 61
8 16 2 45 64
12 17 2 46 66
8 18 6 47 68
13 16 4 48 52
8 14 4 49 74
12 17 1 50 951
13 18 2 51 949
11 16 2 52 78
8 13 10 53 80
13 18 1 54 60
8 10 3 55 90
8 13 2 56 976
8 18 2 57 93
8 18 2 58 95
17 18 2 59 7
8 17 2 60 97
17 18 4 61 9
9 14 2 62 99
8 13 2 63 101
13 18 4 64 89
8 13 7 65 103
13 18 2 66 87
13 18 1 67 86
8 13 1 68 110
17 18 4 69 13
8 18 2 70 111
13 18 2 71 84
8 18 1 72 113
8 18 1 73 114
8 18 3 74 115
9 15 2 75 118
8 18 2 76 120
8 13 2 77 122
8 18 3 78 124
8 17 2 79 127
8 15 2 80 129
8 12 6 81 131
8 18 4 82 137
13 18 2 83 82
13 18 2 84 80
8 15 2 85 141
13 18 2 86 109
8 18 4 87 143
8 13 1 88 147
8 12 2 89 66
8 13 4 90 148
8 16 1 91 152
8 18 3 92 153
13 18 2 93 107
8 13 2 94 156
13 18 4 95 103
13 18 2 96 101
8 18 5 97 158
8 10 7 98 163
10 15 9 99 163
8 13 1 100 994
13 18 3 101 134
13 18 5 102 147
8 17 6 103 172
15 18 2 104 22
13 18 3 105 131
11 14 2 106 178
8 15 3 107 180
13 16 3 108 946
13 16 2 109 122
8 17 4 110 183
8 10 3 111 187
13 18 4 112 942
8 13 4 113 190
8 11 1 114 78
8 18 4 115 194
14 15 2 116 21
9 14 7 117 198
13 14 4 118 190
8 9 4 119 31
13 14 3 120 187
8 18 1 121 205
13 18 3 122 206
8 18 4 123 209
13 18 5 124 213
8 16 5 125 218
8 17 4 126 223
17 18 7 127 31
13 18 9 128 933
8 16 6 129 227
8 18 4 130 233
8 11 5 131 213
13 18 1 132 156
13 18 1 133 157
8 13 8 134 237
13 18 2 135 237
8 16 4 136 245
8 13 3 137 206
8 12 1 138 249
13 18 5 139 239
8 18 1 140 250
8 18 4 141 251
8 15 1 142 255
13 18 7 143 926
13 18 4 144 922
8 13 3 145 256
13 18 1 146 244
8 13 8 147 259
13 18 3 148 919
8 18 2 149 267
8 18 2 150 269
8 13 1 151 271
13 14 3 152 256
8 13 2 153 272
