Mietbegin Mietende Länge ID position
8 18 2 0 655
13 18 3 1 901
8 18 3 2 941
8 13 3 3 744
8 13 2 4 609
8 15 1 5 800
13 18 2 6 379
13 17 6 7 73
8 13 1 8 387
8 13 2 9 750
13 18 2 10 460
8 13 4 11 553
8 12 4 12 23
8 13 1 13 472
13 15 8 14 40
9 14 6 15 207
8 14 1 16 743
8 17 4 17 140
8 14 4 18 350
8 13 1 19 398
13 18 3 20 222
11 16 4 21 434
13 18 4 22 860
8 13 3 23 777
8 14 3 24 88
13 18 2 25 462
12 17 2 26 587
11 16 1 27 635
13 18 1 28 765
13 18 2 29 806
13 18 6 30 606
8 18 4 31 728
8 18 2 32 690
8 18 1 33 101
9 14 8 34 569
13 18 2 35 651
8 16 4 36 890
8 17 2 37 233
8 18 4 38 419
13 18 3 39 240
8 13 7 40 149
8 18 2 41 798
8 18 2 42 103
8 13 1 43 843
8 18 3 44 868
8 16 2 45 488
12 17 2 46 783
8 18 6 47 703
13 16 4 48 846
8 14 4 49 968
12 17 1 50 983
13 18 2 51 873
11 16 2 52 916
8 13 10 53 371
13 18 1 54 16
8 10 3 55 241
8 13 2 56 38
8 18 2 57 181
8 18 2 58 665
17 18 2 59 166
8 17 2 60 237
17 18 4 61 746
9 14 2 62 314
8 13 2 63 589
13 18 4 64 148
8 13 7 65 715
13 18 2 66 879
13 18 1 67 937
8 13 1 68 896
17 18 4 69 371
8 18 2 70 316
13 18 2 71 510
8 18 1 72 684
8 18 1 73 121
8 18 3 74 258
9 15 2 75 411
8 18 2 76 324
8 13 2 77 21
8 18 3 78 924
8 17 2 79 567
8 15 2 80 646
8 12 6 81 862
8 18 4 82 760
13 18 2 83 792
13 18 2 84 817
8 15 2 85 699
13 18 2 86 819
8 18 4 87 218
8 13 1 88 65
8 12 2 89 341
8 13 4 90 580
8 16 1 91 688
8 18 3 92 512
13 18 2 93 261
8 13 2 94 1
13 18 4 95 366
13 18 2 96 466
8 18 5 97 477
8 10 7 98 676
10 15 9 99 131
8 13 1 100 602
13 18 3 101 832
13 18 5 102 776
8 17 6 103 392
15 18 2 104 615
13 18 3 105 443
11 14 2 106 178
8 15 3 107 789
13 16 3 108 200
13 16 2 109 585
8 17 4 110 944
8 10 3 111 12
13 18 4 112 254
8 13 4 113 76
8 11 1 114 507
8 18 4 115 327
14 15 2 116 980
9 14 7 117 493
13 14 4 118 733
8 9 4 119 411
13 14 3 120 908
8 18 1 121 640
13 18 3 122 853
8 18 4 123 501
13 18 5 124 716
8 16 5 125 532
8 17 4 126 985
17 18 7 127 382
13 18 9 128 51
8 16 6 129 824
8 18 4 130 957
8 11 5 131 838
13 18 1 132 313
13 18 1 133 769
8 13 8 134 975
13 18 2 135 804
8 16 4 136 60
8 13 3 137 295
8 12 1 138 162
13 18 5 139 291
8 18 1 140 542
8 18 4 141 30
8 15 1 142 7
13 18 7 143 356
13 18 4 144 403
8 13 3 145 591
13 18 1 146 454
8 13 8 147 424
13 18 3 148 692
8 18 2 149 627
8 18 2 150 389
8 13 1 151 952
13 14 3 152 681
8 13 2 153 269
9 18 3 154 196
8 16 1 155 950
11 16 2 156 972
8 17 3 157 249
13 18 2 158 631
8 14 3 159 67
13 18 2 160 483
8 16 2 161 713
13 18 4 162 596
8 18 1 163 336
8 13 4 164 658
13 17 2 165 93
8 18 3 166 641
13 17 4 167 414
8 18 4 168 114
17 18 3 169 670
13 18 1 170 302
13 16 7 171 549
13 18 1 172 335
13 18 4 173 318
13 18 4 174 864
9 18 5 175 911
8 13 3 176 624
15 18 2 177 348
13 18 3 178 97
13 15 2 179 187
8 9 1 180 163
13 18 2 181 517
13 18 4 182 659
13 18 2 183 457
13 18 3 184 423
8 13 1 185 984
8 18 6 186 122
14 15 3 187 36
8 18 3 188 544
9 16 1 189 34
10 15 1 190 856
13 17 3 191 754
8 13 5 192 671
13 18 1 193 129
8 17 4 194 920
8 18 3 195 850
8 17 4 196 282
12 17 2 197 637
10 15 2 198 809
8 13 1 199 332
13 18 1 200 929
9 13 6 201 990
8 18 4 202 276
13 18 4 203 21
8 18 2 204 300
13 18 2 205 771
15 16 1 206 594
8 18 2 207 304
8 9 3 208 438
13 16 1 209 370
8 18 2 210 271
13 17 7 211 524
13 18 4 212 160
10 15 7 213 226
13 18 6 214 930
13 15 7 215 992
13 18 2 216 14
8 16 2 217 184
13 14 1 218 906
13 18 1 219 675
8 18 3 220 4
13 17 2 221 613
8 13 1 222 895
8 13 2 223 58
8 12 1 224 819
13 18 1 225 561
8 11 4 226 936
8 13 10 227 356
8 14 1 228 516
13 18 1 229 25
13 18 8 230 426
13 18 2 231 990
8 18 1 232 595
8 18 3 233 738
13 18 2 234 273
16 17 1 235 171
9 13 5 236 156
8 10 4 237 619
8 13 2 238 129
9 14 2 239 653
13 15 2 240 373
8 13 3 241 765
8 13 8 242 519
9 12 3 243 188
8 18 4 244 723
16 17 3 245 227
12 17 1 246 600
15 17 8 247 105
13 18 2 248 265
13 18 3 249 886
11 12 1 250 795
8 13 2 251 146
8 18 3 252 696
12 18 1 253 145
8 15 7 254 165
12 17 3 255 308
8 18 3 256 70
11 17 4 257 287
8 9 6 258 203
13 18 6 259 836
13 18 4 260 750
13 15 4 261 381
8 17 3 262 814
8 13 1 263 410
8 13 4 264 878
15 18 2 265 268
13 18 3 266 975
8 10 3 267 435
8 18 1 268 193
8 18 4 269 557
13 17 3 270 794
8 13 3 271 443
13 18 2 272 49
8 18 5 273 172
8 18 3 274 344
8 18 1 275 299
13 18 3 276 964
8 13 2 277 756
13 18 2 278 376
8 18 3 279 537
8 13 1 280 948
13 18 2 281 757
8 18 6 282 448
8 14 1 283 634
9 17 2 284 246
8 13 9 285 105
8 18 2 286 322
8 9 1 287 474
12 18 5 288 337
13 16 4 289 952
15 16 6 290 64
13 18 4 291 677
13 18 2 292 468
8 16 1 293 407
8 18 2 294 876
8 18 3 295 961
11 13 4 296 927
8 18 3 297 84
8 12 1 298 370
12 14 1 299 447
8 13 2 300 320
8 13 1 301 199
9 14 4 302 8
8 18 4 303 563
14 17 4 304 79
8 13 1 305 433
8 15 2 306 119
13 18 2 307 520
8 13 3 308 847
8 9 4 309 53
13 18 3 310 400
8 16 2 311 485
13 18 2 312 918
8 13 3 313 753
13 18 2 314 811
13 18 2 315 2
8 18 3 316 648
8 13 2 317 239
8 13 2 318 201
8 16 2 319 604
16 18 3 320 26
13 18 7 321 617
13 18 1 322 999
8 18 1 323 244
8 13 3 324 667
13 18 2 325 939
13 18 2 326 978
13 14 3 327 669
8 13 1 328 404
8 13 2 329 382
13 18 2 330 408
8 15 3 331 821
8 16 3 332 577
13 18 4 333 895
13 18 3 334 215
13 18 2 335 766
15 17 1 336 722
8 13 3 337 468
13 18 3 338 507
8 18 1 339 845
13 18 1 340 270
8 15 2 341 787
8 13 2 342 709
17 18 5 343 230
8 18 3 344 857
8 18 3 345 882
13 18 2 346 781
8 13 4 347 804
8 13 1 349 548
13 18 7 350 470
8 13 3 351 614
13 18 3 352 591
13 16 6 353 152
13 18 3 354 710
8 14 3 355 80
11 12 3 356 792
8 13 6 357 46
8 18 3 358 801
8 10 6 359 928
8 11 2 360 94
13 18 3 361 332
13 18 1 363 375
13 18 4 364 17
13 18 4 365 439
