
swap->rejected -750 472

swap->accepted -735 473

swap->accepted -735 475

swap->accepted -755 475

verschiebe -759 478

swap->accepted -759 485

verschiebe -759 485

verschiebe -759 485

verschiebe -758 486

swap->accepted -758 488

verschiebe -758 488

verschiebe -758 490

verschiebe -758 489

verschiebe -758 488

swap->rejected -771 485

swap->rejected -771 482

verschiebe -761
verschiebe -766
swap->rejected -772 473

verschiebe -772 475

swap->accepted -770 476

verschiebe -790 477

verschiebe -795 474

swap->rejected -809 472

swap->accepted -809 473

swap->rejected -809 471

swap->accepted -809 473

verschiebe -805 474

swap->rejected -815 470

swap->rejected -845 469

swap->rejected -855 462

verschiebe -855 463

swap->accepted -840 466

swap->rejected -840 465

verschiebe -840 465

verschiebe -820
verschiebe -849 469

swap->rejected -858 466

verschiebe -858 463

verschiebe -858 464

verschiebe -878 463

swap->rejected -878 461

verschiebe -878 460

swap->accepted -878 462

verschiebe -862
verschiebe -878 459

swap->accepted -878 461

verschiebe -869 463

swap->rejected -869 454

verschiebe -869 454

swap->rejected -908 451

verschiebe -908 453

swap->rejected -910 452

verschiebe -894 452

verschiebe -900 452

swap->rejected -900 449

verschiebe -900 451

verschiebe -900 450

swap->rejected -900 448

swap->accepted -900 450

verschiebe -900 453

verschiebe -870 456

swap->accepted -870 457

verschiebe -850 458

swap->accepted -850 459

swap->rejected -850 455

swap->rejected -850 452

swap->accepted -858 452

swap->rejected -851 452

verschiebe -851 455

swap->rejected -851 453

swap->rejected -851 451

swap->rejected -879 450

verschiebe -889 448

verschiebe -889 447

swap->accepted -889 448

verschiebe -937 447

swap->rejected -941 444

swap->rejected -941 443

verschiebe -941 443

swap->rejected -955 442

swap->rejected -955 439

verschiebe -932
swap->accepted -935
verschiebe -956 438

swap->accepted -950 441

verschiebe -975 439

swap->accepted -984 439

swap->accepted -994 439

swap->rejected -994 438

verschiebe -994 439

verschiebe -999 442

swap->rejected -999 439

swap->rejected -999 438

verschiebe -1004 437

swap->rejected -1004 432

verschiebe -994
swap->accepted -1004 434

swap->accepted -1004 437

verschiebe -1004 437

verschiebe -1010 436

swap->rejected -1010 435

swap->accepted -1010 437

swap->rejected -1000 437

swap->rejected -1000 435

verschiebe -1000 435

swap->rejected -1000 433

swap->accepted -1000 435

swap->rejected -1000 431

swap->accepted -1020 431

verschiebe -1020 431

swap->rejected -1020 428

swap->accepted -1020 429

swap->rejected -1020 428

swap->rejected -1020 426

swap->rejected -1020 424

swap->accepted -1022 424

verschiebe -1022 423

swap->accepted -1022 427

verschiebe -1002
verschiebe -1022 428

verschiebe -1022 427

swap->rejected -1022 425

swap->accepted -1022 427

swap->accepted -1032 427

verschiebe -1032 427

verschiebe -1032 430

verschiebe -1032 430

verschiebe -1032 430

swap->rejected -1032 428

verschiebe -1011
swap->rejected -1023
swap->rejected -1032 427

verschiebe -1032 425

verschiebe -1022
verschiebe -1032 426

verschiebe -1026 427

verschiebe -1010 426

verschiebe -1010 427

swap->accepted -990 428

verschiebe -1005 426

verschiebe -1006 424

swap->rejected -1002 424

swap->rejected -1002 423

verschiebe -982
verschiebe -1002 424

verschiebe -1017 424

swap->accepted -1007
verschiebe -1008
swap->rejected -1038 418

verschiebe -1038 418

swap->accepted -1015 420

swap->accepted -1015 422

verschiebe -1017 421

verschiebe -1008 420

swap->rejected -1008 418

swap->rejected -1005 418

swap->rejected -1020 417

swap->accepted -1000 419

swap->rejected -1000 418

verschiebe -1000 417

swap->accepted -1000 418

verschiebe -974
verschiebe -990 420

swap->rejected -974
swap->rejected -990 417

verschiebe -950
verschiebe -990 419

swap->accepted -1005 419

verschiebe -979 417

verschiebe -966 418

verschiebe -1020 419

verschiebe -1018 421

swap->accepted -1018 422

verschiebe -1042 422

verschiebe -1052 419

swap->rejected -1052 417

swap->accepted -1052 419

swap->accepted -1032
swap->rejected -1052 416

swap->rejected -1052 414

swap->rejected -1052 413

verschiebe -1036
verschiebe -1060 414

verschiebe -1075 413

verschiebe -1080 414

swap->rejected -1080 410

swap->rejected -1080 405

