Mietbegin Mietende Länge ID position
13 18 8 343 692
8 18 7 400 285
8 18 6 511 787
8 18 6 453 554
8 16 6 473 188
8 18 8 550 757
8 18 5 336 879
10 15 9 530 348
8 18 5 123 230
8 18 4 534 514
13 18 7 2 614
8 17 3 514 345
8 18 6 174 672
8 18 3 465 589
8 13 10 507 76
8 18 4 479 658
9 14 7 130 808
8 18 4 291 732
8 18 3 536 521
9 18 3 246 414
8 18 7 215 621
11 17 4 103 333
8 16 4 134 410
8 18 8 188 382
8 18 4 161 829
8 18 3 504 452
8 16 3 495 736
8 18 3 113 664
8 18 3 94 643
8 18 3 369 326
8 13 4 351 897
8 17 5 242 273
8 18 4 402 773
13 18 4 32 746
13 18 9 474 560
8 18 7 414 155
8 18 5 131 886
10 17 4 385 602
8 18 3 119 594
8 16 4 527 926
11 18 5 374 867
8 18 2 499 630
8 13 10 59 527
8 17 6 447 390
8 18 4 541 846
8 18 4 137 874
8 18 3 472 729
8 18 6 531 146
8 18 3 337 27
8 13 4 117 752
8 15 7 423 298
8 18 3 13 204
8 18 3 91 765
8 18 3 181 440
13 18 6 387 444
9 14 6 396 127
8 18 3 52 305
8 18 3 505 647
8 18 3 275 689
8 17 4 178 822
8 18 5 347 480
8 18 3 309 90
8 13 3 363 488
8 17 3 68 710
8 18 4 522 779
8 18 2 106 468
13 18 7 427 894
13 18 4 429 503
9 18 4 237 585
8 18 2 219 720
8 18 3 18 575
8 18 4 455 134
8 16 4 197 547
8 13 8 176 97
11 16 5 371 217
8 18 6 265 422
8 17 2 553 706
13 18 6 548 980
8 18 3 466 491
8 18 3 236 227
8 18 3 139 199
13 18 4 346 269
8 18 3 289 164
11 17 3 21 368
8 18 2 303 374
13 18 4 218 650
9 16 4 515 116
13 17 6 141 606
8 18 3 397 717
9 14 4 225 919
8 18 4 335 863
8 18 2 213 655
8 18 3 179 437
8 18 2 519 372
8 17 4 151 570
8 15 3 419 310
8 13 8 470 560
8 13 8 14 696
8 18 2 489 578
