
swap->accepted 0 93

swap->rejected 0 82

swap->accepted 0 91

swap->rejected 0 85

verschiebe 0 84

verschiebe 0 82

swap->rejected 0 78

verschiebe 0 80

verschiebe 0 78

verschiebe 0 78

verschiebe 0 78

verschiebe 0 78

swap->rejected 0 73

swap->rejected 0 64

verschiebe 0 65

verschiebe 0 64

verschiebe 0 59

swap->accepted 0 62

swap->rejected 0 57

swap->rejected 0 51

verschiebe 0 51

verschiebe 0 51

verschiebe 0 48

swap->accepted 0 55

swap->accepted 0 65

verschiebe 0 71

swap->rejected 0 66

verschiebe 0 65

verschiebe 0 65

swap->accepted 0 75

verschiebe 0 76

verschiebe 0 76

swap->accepted 0 81

swap->rejected 0 78

swap->accepted 0 79

swap->accepted 0 83

swap->rejected 0 74

verschiebe 0 74

swap->accepted 0 81

swap->accepted 0 90

verschiebe 0 91

swap->rejected 0 84

verschiebe 0 81

verschiebe 0 80

verschiebe 0 81

verschiebe 0 81

verschiebe 0 81

swap->rejected 0 78

verschiebe 0 78

swap->rejected 0 66

swap->accepted 0 74

swap->rejected 0 61

verschiebe 0 61

swap->accepted 0 66

swap->rejected 0 51

verschiebe 0 52

swap->rejected 0 40

verschiebe 0 40

verschiebe 0 38

swap->accepted 0 44

swap->accepted 0 59

swap->accepted 0 68

swap->accepted 0 70

verschiebe 0 68

verschiebe 0 69

swap->accepted 0 82

swap->accepted 0 94

verschiebe 0 94

verschiebe 0 97

verschiebe 0 98

verschiebe 0 98

swap->rejected 0 87

swap->rejected 0 81

swap->rejected 0 80

verschiebe 0 81

verschiebe 0 83

swap->rejected 0 75

verschiebe 0 75

verschiebe 0 75

swap->accepted 0 82

swap->rejected 0 77

swap->accepted 0 89

swap->rejected 0 82

verschiebe 0 83

verschiebe 0 83

verschiebe 0 83

verschiebe 0 84

swap->rejected 0 75

swap->rejected 0 70

verschiebe 0 70

verschiebe 0 70

swap->accepted 0 78

verschiebe 0 78

verschiebe 0 78

verschiebe 0 74

verschiebe 0 72

verschiebe 0 72

swap->accepted 0 79

swap->rejected 0 69

swap->accepted 0 80

swap->accepted 0 93

swap->rejected 0 86

verschiebe 0 86

verschiebe 0 84

swap->accepted 0 89

verschiebe 0 89

verschiebe 0 89

swap->rejected 0 75

verschiebe 0 75

verschiebe 0 76

verschiebe 0 77

swap->rejected 0 70

swap->accepted 0 84

swap->accepted 0 90

swap->rejected 0 84

verschiebe 0 84

swap->accepted 0 89

swap->rejected 0 74

verschiebe 0 73

verschiebe 0 74

swap->rejected 0 67

verschiebe 0 68

swap->rejected 0 62

swap->accepted 0 66

verschiebe 0 65

swap->rejected 0 59

swap->accepted 0 71

verschiebe 0 71

swap->accepted 0 77

swap->accepted 0 85

swap->rejected 0 76

swap->accepted 0 82

swap->accepted 0 91

swap->rejected 0 84

swap->rejected 0 74

swap->rejected 0 62

verschiebe 0 62

verschiebe 0 62

verschiebe 0 61

verschiebe 0 61

verschiebe 0 61

verschiebe 0 59

swap->rejected 0 55

verschiebe -198 54

swap->rejected -198 48

verschiebe 0
verschiebe -198 52

swap->accepted -198 62

swap->accepted -198 68

swap->rejected -198 62

verschiebe -198 62

verschiebe -198 62

verschiebe -198 62

swap->accepted -198 69

verschiebe -198 69

verschiebe -198 69

verschiebe -198 69

swap->accepted -198 80

swap->rejected -198 73

swap->rejected -198 67

swap->accepted -198 74

verschiebe -198 74

swap->rejected -198 62

verschiebe -198 56

swap->accepted -198 62

verschiebe -198 62

swap->accepted -198 68

swap->accepted -198 81

verschiebe -198 81

verschiebe -198 82

verschiebe -198 83

swap->rejected -198 77

swap->accepted -198 88

verschiebe -198 86

swap->rejected -198 77

swap->accepted -198 84

verschiebe -198 84

swap->rejected -198 70

swap->accepted -198 75

swap->rejected -198 65

verschiebe -198 66

swap->accepted -198 73

swap->rejected -198 68

swap->accepted -198 78

verschiebe -198 79

verschiebe -198 79

swap->rejected -198 75

swap->accepted -198 86

swap->accepted -198 93

swap->rejected -198 85

swap->rejected -198 74

verschiebe 0
verschiebe -198 74

swap->rejected -198 65

verschiebe -198 65

verschiebe -198 65

swap->accepted -198 70

verschiebe 0
swap->accepted -198 76

swap->accepted -198 86

verschiebe -198 85

verschiebe -198 85

verschiebe -198 85

swap->accepted -198 96

verschiebe -198 95

swap->accepted -198 101

verschiebe -198 101

verschiebe -198 101

verschiebe -198 98

verschiebe -198 98

swap->accepted 0
swap->accepted -198 106

verschiebe -198 106

swap->accepted 0
verschiebe -198 105

verschiebe -198 105

verschiebe -198 105

swap->rejected -198 94

swap->accepted -198 106

verschiebe -198 105

swap->rejected -198 89

verschiebe -198 89

swap->accepted -198 98

swap->rejected -198 83

swap->accepted -198 94

swap->rejected -198 88

verschiebe -198 89

swap->accepted -198 95

swap->accepted -198 111

swap->rejected -198 104

verschiebe -198 105

verschiebe -198 106

swap->accepted -198 113

verschiebe 0
swap->rejected -198 108

swap->rejected -198 97

verschiebe -198 98

swap->rejected -198 90

swap->rejected -198 82

swap->accepted -198 89

verschiebe -198 89

swap->accepted -198 97

swap->accepted -198 105

verschiebe -198 105

verschiebe -198 105

verschiebe -198 106

swap->accepted -198 118

verschiebe -198 118

swap->rejected -198 110

verschiebe 0
swap->accepted -198 117

verschiebe -198 117

swap->rejected -198 104

verschiebe -198 104

swap->rejected -198 96

swap->rejected -198 82

swap->accepted 0
swap->rejected 0
swap->rejected -198 73

swap->rejected 0
swap->rejected -198 70

verschiebe -198 70

verschiebe -198 75

swap->rejected -198 69

swap->rejected -198 65

swap->accepted -198 74

verschiebe -198 78

verschiebe -206 74

swap->accepted -8
swap->accepted -206 86

swap->rejected -206 79

verschiebe -206 79

swap->accepted -206 86

verschiebe -206 85

swap->accepted -198 89

swap->rejected -198 83

swap->rejected -198 69

verschiebe -198 68

swap->rejected -198 67

swap->rejected 0
verschiebe -198 66

verschiebe -198 66

verschiebe -198 66

verschiebe 0
verschiebe -198 67

verschiebe -198 67

verschiebe -198 67

verschiebe -198 63

swap->accepted -198 72

verschiebe -198 69

swap->accepted -198 76

verschiebe -198 76

verschiebe -198 76

swap->accepted 0
verschiebe -198 76

swap->accepted -198 82

verschiebe -198 82

swap->rejected -198 75

swap->accepted -198 82

verschiebe 0
verschiebe -198 82

verschiebe -198 83

verschiebe -198 83

verschiebe -198 83

swap->accepted 0
verschiebe 0
swap->accepted -198 97

swap->rejected 0
verschiebe -198 97

swap->rejected -198 91

swap->rejected -198 84

verschiebe -198 85

swap->rejected -198 79

swap->accepted -198 85

verschiebe -198 86

verschiebe -198 87

swap->accepted -198 95

swap->accepted -198 99

verschiebe 0
verschiebe -198 99

swap->accepted -198 109

swap->accepted -198 116

swap->accepted -198 123

verschiebe 0
verschiebe -198 123

verschiebe -198 123

swap->rejected -198 105

swap->accepted -198 123

swap->rejected -198 114

swap->accepted 0
verschiebe -198 115

swap->rejected -198 107

swap->accepted -198 114

swap->rejected -198 102

swap->rejected -198 97

swap->rejected 0
verschiebe -198 97

swap->rejected -198 88

swap->accepted -198 99

verschiebe 0
verschiebe -198 101

verschiebe -198 101

verschiebe -198 99

swap->rejected -198 90

swap->rejected -198 76

verschiebe -198 76

swap->rejected -198 70

swap->accepted -198 81

swap->accepted -198 90

verschiebe -198 90

verschiebe -198 90

swap->accepted -198 98

swap->accepted -198 106

verschiebe -198 108

swap->rejected -198 104

swap->rejected -198 97

verschiebe -198 99

verschiebe -198 99

swap->rejected -198 93

swap->rejected -198 83

verschiebe -198 82

swap->accepted -198 88

swap->accepted -198 98

verschiebe -198 98

verschiebe -198 97

verschiebe -198 101

verschiebe -198 101

verschiebe -198 101

swap->rejected -198 93

verschiebe -198 93

verschiebe 0
swap->accepted -198 98

swap->rejected -198 88

verschiebe -198 86

swap->accepted -198 93

swap->accepted -198 100

verschiebe 0
verschiebe -198 100

verschiebe -198 100

swap->rejected -198 93

verschiebe -198 93

swap->accepted -198 103

swap->rejected -198 90

swap->accepted -198 98

swap->rejected -198 83

swap->accepted -198 95

swap->rejected -198 87

swap->accepted -198 101

swap->accepted -198 108

verschiebe -198 112

swap->accepted -198 121

swap->accepted -198 128

swap->rejected -198 120

swap->accepted -198 128

swap->rejected -198 121

swap->rejected -198 105

verschiebe -198 100

verschiebe -198 100

verschiebe -198 100

verschiebe -198 99

swap->rejected -198 94

swap->rejected -198 85

swap->accepted -198 90

verschiebe -198 90

swap->accepted -198 99

swap->accepted -198 115

verschiebe -198 114

swap->rejected -198 107

verschiebe -198 112

swap->rejected -198 94

swap->rejected -198 88

swap->accepted -198 95

swap->accepted -198 102

swap->rejected -198 92

verschiebe -198 92

verschiebe -198 92

verschiebe -198 89

swap->rejected -198 86

swap->accepted -198 100

swap->accepted -198 106

verschiebe -198 104

verschiebe -198 104

verschiebe -198 104

verschiebe -198 104

verschiebe 0
verschiebe -198 104

swap->rejected -198 89

swap->accepted -198 99

verschiebe -198 99

verschiebe -198 98

swap->rejected 0
swap->rejected -198 89

verschiebe -198 89

verschiebe -198 89

verschiebe -198 89

verschiebe -198 93

swap->rejected -198 85

verschiebe -198 85

verschiebe -198 76

verschiebe -198 75

swap->rejected -198 66

swap->accepted -198 74

verschiebe -198 74

verschiebe -198 74

verschiebe -198 74

swap->accepted -198 87

verschiebe -198 84

swap->rejected -198 77

verschiebe -198 81

verschiebe -198 80

verschiebe -198 80

verschiebe -198 80

swap->accepted -198 86

swap->accepted -198 94

verschiebe -198 95

swap->rejected 0
verschiebe -198 98

verschiebe -198 98

swap->accepted -198 107

swap->rejected -198 101

swap->rejected -198 84

verschiebe -198 84

verschiebe -198 84

swap->accepted 0
swap->accepted -198 96

swap->accepted -198 101

verschiebe -198 100

swap->accepted -198 106

swap->rejected -198 97

verschiebe -198 98

verschiebe -198 99

swap->rejected -198 92

swap->accepted -198 101

verschiebe 0
swap->rejected -198 94

swap->accepted -198 101

swap->accepted -198 110

verschiebe -198 111

swap->rejected -198 104

swap->accepted -198 110

verschiebe 0
verschiebe -198 110

verschiebe -198 108

swap->rejected -198 101

verschiebe -198 101

swap->accepted -198 108

verschiebe -198 109

swap->rejected -198 102

swap->accepted -198 109

swap->rejected -198 98

verschiebe -198 98

verschiebe -198 98

swap->rejected -198 93

verschiebe -198 93

verschiebe -198 93

verschiebe -198 94

swap->accepted -198 99

swap->rejected -198 89

verschiebe -198 88

swap->accepted -198 98

verschiebe -198 98

verschiebe -198 99

swap->rejected -198 93

verschiebe -198 93

swap->accepted -198 105

verschiebe -198 105

swap->accepted -198 111

verschiebe -198 113

verschiebe -198 111

swap->rejected -198 106

verschiebe -198 106

swap->accepted 0
verschiebe -198 106

swap->rejected -198 95

swap->accepted -198 99

swap->accepted -198 111

verschiebe 0
verschiebe -198 111

swap->rejected -198 105

swap->accepted -198 111

swap->rejected -198 93

swap->rejected -198 85

verschiebe -198 85

swap->rejected -198 80

verschiebe -198 79

verschiebe -198 78

verschiebe -198 78

verschiebe -198 78

verschiebe -198 78

swap->rejected -198 65

swap->accepted -198 72

swap->accepted -198 85

verschiebe -198 85

verschiebe -198 87

swap->rejected -198 81

swap->rejected -198 71

verschiebe 0
verschiebe -198 73

verschiebe -198 73

swap->rejected -198 68

verschiebe -198 67

swap->rejected -198 60

verschiebe -198 63

verschiebe -198 64

verschiebe -198 61

verschiebe -198 62

verschiebe -198 63

verschiebe -198 65

verschiebe -198 65

verschiebe -198 65

swap->rejected -198 60

verschiebe -198 59

swap->accepted -198 65

swap->rejected -198 60

swap->accepted -198 65

verschiebe -198 66

swap->accepted -198 74

verschiebe -198 74

verschiebe -198 74

verschiebe 0
swap->accepted -198 80

swap->rejected -198 72

swap->accepted -198 78

verschiebe 0
swap->accepted -198 93

verschiebe 0
swap->rejected -198 78

swap->accepted -198 84

swap->accepted -198 92

verschiebe 0
swap->rejected -198 85

swap->accepted -198 94

verschiebe -198 93

verschiebe -198 93

verschiebe 0
verschiebe 0
swap->rejected -198 85

verschiebe -198 85

verschiebe -198 85

verschiebe -198 84

verschiebe -198 85

swap->rejected -198 76

verschiebe -198 76

verschiebe -198 75

verschiebe -198 74

swap->rejected -198 66

swap->rejected -198 61

verschiebe -198 61

swap->accepted -198 74

verschiebe -198 74

swap->rejected -198 68

verschiebe -198 68

verschiebe -198 68

verschiebe -198 69

verschiebe -198 69

verschiebe -198 69

swap->rejected -198 65

verschiebe -198 68

swap->accepted -198 75

swap->rejected -198 71

verschiebe -198 71

swap->rejected -198 65

swap->accepted -198 68

verschiebe -198 68

verschiebe -198 68

verschiebe 0
swap->rejected -198 62

verschiebe -198 62

swap->rejected -198 50

verschiebe -198 46

swap->accepted -198 51

verschiebe -198 51

verschiebe -198 51

verschiebe -198 53

swap->rejected 0
swap->rejected 0
verschiebe 0
verschiebe 0
verschiebe -198 53

swap->rejected -198 47

swap->accepted -198 56

verschiebe -198 56

verschiebe -198 59

swap->accepted -198 65

swap->accepted -198 69

verschiebe -198 69

verschiebe -198 69

verschiebe -198 69

swap->rejected -198 65

swap->rejected -198 58

verschiebe -198 58

swap->accepted -198 65

swap->accepted -198 70

verschiebe 0
swap->accepted -198 77

swap->accepted -198 92

swap->rejected -198 88

verschiebe -198 88

swap->rejected -198 79

swap->rejected -198 72

swap->rejected -198 67

swap->rejected -198 60

swap->accepted -198 67

swap->rejected -198 62

verschiebe -198 62

verschiebe -198 62

swap->accepted -198 69

swap->rejected -198 65

swap->rejected 0
swap->accepted -198 73

verschiebe -198 73

swap->accepted -198 77

verschiebe -198 73

verschiebe 0
verschiebe -198 73

verschiebe -198 73

swap->accepted -198 79

swap->rejected -198 75

swap->accepted -198 81

verschiebe -198 81

swap->rejected -198 73

swap->accepted -198 77

verschiebe -198 76

verschiebe -198 76

swap->accepted -198 85

verschiebe -198 82

swap->rejected -198 74

verschiebe 0
verschiebe -198 74

verschiebe -198 72

verschiebe -198 72

swap->rejected -198 66

swap->rejected -198 58

verschiebe -198 56

verschiebe 0
swap->accepted -198 62

swap->accepted -198 69

verschiebe -198 66

verschiebe 0
verschiebe -198 66

verschiebe -198 66

verschiebe -198 65

verschiebe -198 65

verschiebe -198 65

swap->rejected -198 61

verschiebe -198 62

swap->accepted -198 69

verschiebe -198 69

verschiebe -198 69

verschiebe -198 68

verschiebe -198 69

swap->rejected 0
verschiebe -198 70

swap->rejected 0
verschiebe -198 68

swap->accepted -198 72

swap->rejected -198 59

swap->rejected -198 53

verschiebe -198 53

swap->accepted -198 65

verschiebe -198 65

swap->accepted -198 70

swap->rejected -198 66

swap->rejected -198 62

verschiebe 0
verschiebe -198 62

swap->accepted -198 68

swap->accepted -198 72

swap->rejected -198 65

verschiebe -198 64

verschiebe -198 64

verschiebe -198 64

verschiebe -198 64

verschiebe -198 64

verschiebe -198 64

verschiebe -198 64

verschiebe -198 66

swap->accepted -198 70

verschiebe 0
verschiebe -198 70

swap->rejected -198 64

verschiebe -198 63

verschiebe -198 62

verschiebe -198 62

swap->rejected -198 53

swap->accepted -198 60

verschiebe -198 60

swap->accepted -198 64

verschiebe -198 64

swap->rejected 0
swap->accepted -198 72

swap->rejected -198 66

verschiebe -198 67

swap->rejected -198 58

swap->accepted -198 63

swap->rejected -198 62

swap->accepted -198 71

swap->accepted -198 76

swap->accepted -198 79

verschiebe -198 79

swap->accepted 0
swap->accepted -198 95

verschiebe -198 95

verschiebe -198 95

swap->rejected -198 89

swap->rejected -198 80

swap->accepted -198 89

verschiebe -198 89

swap->accepted -198 98

swap->accepted -198 110

verschiebe -198 110

verschiebe -198 110

verschiebe 0
swap->rejected -198 103

verschiebe -198 103

swap->accepted -198 110

swap->rejected -198 92

swap->accepted -198 98

swap->rejected -198 82

swap->rejected -198 77

verschiebe -198 77

swap->accepted -198 92

swap->accepted -198 108

verschiebe -198 108

swap->rejected -198 98

verschiebe -198 101

verschiebe 0
verschiebe -198 101

swap->accepted -198 111

swap->rejected -198 97

verschiebe -198 97

swap->accepted -198 105

verschiebe -198 104

swap->rejected -198 98

swap->accepted -198 112

verschiebe -198 113

verschiebe -198 113

swap->accepted -198 120

swap->rejected -198 110

swap->rejected -198 99

swap->accepted -198 109

swap->rejected -198 100

verschiebe -198 100

swap->rejected -198 88

swap->accepted -198 94

swap->accepted -198 107

swap->rejected -198 96

verschiebe 0
verschiebe -198 97

verschiebe 0
swap->rejected -198 85

swap->rejected -198 82

swap->accepted -198 93

verschiebe -198 92

swap->accepted -198 95

verschiebe -198 95

swap->accepted -198 105

swap->rejected -198 99

verschiebe -198 99

swap->accepted -198 105

swap->accepted -198 117

swap->rejected -198 107

verschiebe -198 107

swap->accepted -198 117

verschiebe -198 118

verschiebe -198 119

verschiebe -198 119

swap->rejected -198 102

swap->accepted -198 118

verschiebe -198 118

verschiebe 0
swap->rejected -198 111

swap->rejected -198 102

verschiebe -198 103

swap->rejected -198 90

verschiebe -198 90

swap->rejected -206 83

verschiebe -206 83

verschiebe -206 83

verschiebe -206 83

verschiebe -198 87

verschiebe -198 87

swap->accepted -198 101

swap->rejected -198 87

swap->accepted -198 101

