Mietbegin Mietende Länge ID position
8 18 8 188 0
8 18 8 257 8
8 18 8 550 16
8 18 7 215 24
8 18 7 400 31
8 18 7 414 38
8 18 6 265 45
8 18 6 453 51
8 18 6 174 57
8 18 6 531 63
8 18 6 511 69
8 18 5 131 75
8 18 5 347 80
8 18 5 336 85
8 18 5 123 90
8 18 4 405 95
8 18 4 161 99
8 18 4 402 103
8 18 4 291 107
8 18 4 84 111
8 18 4 115 115
8 18 4 284 119
8 18 4 54 123
8 18 4 455 127
8 18 4 467 131
8 18 4 479 135
8 18 4 137 139
8 18 4 335 143
8 18 4 534 147
8 18 4 522 151
8 18 4 209 155
8 18 4 541 159
8 18 3 466 163
8 18 3 465 166
8 18 3 91 169
8 18 3 397 172
8 18 3 309 175
8 18 3 113 178
8 18 3 18 181
8 18 3 289 184
8 18 3 139 187
8 18 3 204 190
8 18 3 13 193
8 18 3 369 196
8 18 3 297 199
8 18 3 472 202
8 18 3 275 205
8 18 3 236 208
8 18 3 119 211
8 18 3 505 214
8 18 3 504 217
8 18 3 337 220
8 18 3 179 223
8 18 3 99 226
8 18 3 486 229
8 18 3 308 232
8 18 3 262 235
8 18 3 181 238
8 18 3 226 241
8 18 3 94 244
8 18 3 536 247
8 18 3 52 250
8 18 2 388 253
8 18 2 116 255
8 18 2 361 257
8 18 2 316 259
8 18 2 320 261
8 18 2 110 263
8 18 2 325 265
8 18 2 344 267
8 18 2 341 269
8 18 2 326 271
8 18 2 203 273
8 18 2 3 275
8 18 2 310 277
8 18 2 128 279
8 18 2 413 281
8 18 2 245 283
8 18 2 499 285
8 18 2 489 287
8 18 2 235 289
8 18 2 480 291
8 18 2 219 293
8 18 2 44 295
8 18 2 49 297
8 18 2 177 299
8 18 2 106 301
8 18 2 461 303
8 18 2 17 305
8 18 2 303 307
8 18 2 67 309
8 18 2 27 311
8 18 2 519 313
8 18 2 162 315
8 18 2 60 317
8 18 2 213 319
8 18 2 299 321
8 18 1 315 323
8 18 1 301 324
8 18 1 169 325
8 18 1 118 326
8 18 1 250 327
8 18 1 327 328
8 18 1 276 329
8 18 1 261 330
8 18 1 0 331
8 18 1 26 332
8 18 1 5 333
8 18 1 10 334
8 18 1 367 335
8 18 1 58 336
8 18 1 62 337
8 18 1 540 338
8 18 1 340 339
8 18 1 51 340
8 18 1 348 341
8 17 6 447 342
9 18 5 510 995
8 17 5 242 348
8 17 4 268 353
8 17 4 417 357
8 17 4 39 361
8 17 4 120 365
8 17 4 151 369
8 17 4 178 373
9 18 4 237 991
8 17 3 509 377
9 18 3 246 988
8 17 3 68 380
8 17 3 514 383
8 17 2 93 386
9 18 2 298 986
8 17 2 553 388
8 17 2 408 390
8 17 2 104 392
