Mietbegin Mietende Länge ID position
8 18 8 548 0
8 18 8 587 8
8 18 7 530 16
8 18 7 362 23
8 18 6 186 30
8 18 6 462 36
8 18 6 47 42
8 18 6 282 48
8 17 6 103 54
8 13 10 227 60
8 13 10 53 70
8 18 5 588 995
8 18 5 97 990
8 18 5 273 985
8 18 5 400 980
8 15 7 254 973
8 16 6 129 967
9 18 5 175 962
13 18 9 511 953
8 13 9 285 80
10 15 9 99 944
13 18 9 128 60
8 17 5 551 939
8 18 4 82 935
13 18 8 411 69
8 18 4 244 931
8 18 4 87 927
8 13 8 431 89
8 13 8 242 97
8 18 4 141 923
8 18 4 496 919
13 18 8 489 77
8 18 4 269 915
8 18 4 115 911
8 13 8 147 105
8 13 8 134 113
8 18 4 38 907
8 18 4 31 903
8 18 4 407 899
8 18 4 583 895
8 18 4 202 891
8 18 4 123 887
8 16 5 125 882
8 18 4 303 878
8 18 4 543 874
8 18 4 168 870
9 14 8 34 862
8 18 4 130 858
13 18 8 230 85
9 18 4 490 854
8 17 4 110 850
8 17 4 196 846
8 17 4 17 842
8 17 4 586 838
8 17 4 126 834
8 17 4 194 830
11 16 7 348 823
13 18 7 143 93
13 18 7 350 100
13 18 7 321 107
8 13 7 65 121
13 18 7 418 114
11 18 5 429 128
9 14 7 117 133
8 13 7 40 955
10 15 7 213 140
8 16 4 36 819
8 16 4 585 815
8 16 4 136 811
8 18 3 297 808
8 18 3 92 805
8 18 3 188 802
8 18 3 534 799
13 18 6 30 121
8 18 3 541 796
8 13 6 544 790
8 18 3 166 787
8 18 3 220 784
13 18 6 214 778
8 18 3 565 775
9 14 6 15 769
8 18 3 316 766
8 18 3 358 763
8 13 6 357 757
8 18 3 195 754
8 18 3 596 751
8 18 3 2 748
8 18 3 345 745
11 16 6 391 739
8 18 3 279 736
8 18 3 486 733
13 18 6 453 727
8 18 3 233 724
8 18 3 295 721
8 18 3 252 718
8 18 3 44 715
8 18 3 274 712
8 18 3 421 709
8 18 3 256 706
8 18 3 78 703
13 18 6 259 697
8 18 3 464 694
12 18 5 288 689
8 18 3 74 686
8 18 3 398 683
8 18 3 436 680
8 18 3 344 677
9 16 4 369 673
13 17 7 211 666
10 17 4 440 662
8 15 4 532 147
8 17 3 465 659
9 18 3 154 656
8 17 3 157 653
8 17 3 262 650
13 18 5 139 757
8 13 5 192 151
13 18 5 124 790
8 13 5 602 156
13 18 5 513 645
13 18 5 518 640
13 18 5 102 635
10 15 5 366 161
10 15 5 581 166
8 13 5 569 645
8 14 4 49 171
8 16 3 528 175
8 16 3 488 178
8 14 4 18 181
11 17 4 257 631
8 12 6 81 185
8 16 3 332 191
9 13 6 201 639
13 17 6 7 625
8 15 3 331 194
13 16 7 171 154
8 15 3 107 197
8 15 3 466 200
8 18 2 207 623
8 18 2 600 621
8 18 2 523 619
13 18 4 526 615
13 17 5 594 610
9 13 5 236 614
13 18 4 531 606
13 18 4 539 602
13 18 4 546 598
8 18 2 204 596
8 18 2 554 594
8 18 2 556 592
8 18 2 563 590
8 18 2 579 588
8 18 2 210 586
13 18 4 203 582
8 18 2 577 580
13 18 4 540 576
13 18 4 212 572
13 18 4 260 568
8 18 2 506 566
8 13 4 347 203
13 18 4 364 562
13 18 4 365 558
8 13 4 370 207
8 13 4 378 211
8 18 2 379 556
13 18 4 386 552
9 14 4 302 215
13 18 4 394 548
8 18 2 416 546
8 18 2 294 544
8 18 2 430 542
13 18 4 515 538
13 18 4 291 534
8 13 4 441 538
8 18 2 286 532
8 18 2 442 530
13 18 4 461 526
13 18 4 473 522
8 18 2 478 520
13 18 4 481 516
8 18 2 485 514
8 18 2 487 512
8 13 4 264 508
8 18 2 505 506
13 18 4 333 502
8 18 2 433 500
13 18 4 390 496
8 18 2 0 494
8 18 2 70 492
8 18 2 42 490
13 18 4 173 486
13 18 4 174 482
8 13 4 164 486
8 18 2 58 480
8 13 4 90 476
11 16 4 21 472
8 13 4 113 482
13 18 4 112 476
8 18 2 57 470
8 18 2 32 468
8 18 2 76 466
13 18 4 64 462
13 18 4 22 458
13 18 4 182 454
8 18 2 41 452
13 18 4 95 448
13 18 4 144 444
8 18 2 150 442
8 18 2 149 440
13 18 4 162 436
8 13 4 11 436
8 17 2 538 434
8 17 2 37 432
8 17 2 60 430
14 17 6 580 133
8 14 3 159 427
14 16 9 457 181
8 17 2 79 425
9 18 2 495 423
8 14 3 24 420
13 16 6 353 203
