Mietbegin Mietende Länge ID position
8 18 7 362 324
8 18 6 462 283
8 18 6 47 192
8 18 6 186 847
8 18 6 282 363
8 17 6 103 639
8 18 5 400 84
8 18 5 97 799
8 18 5 273 389
8 13 10 227 404
8 15 7 254 272
8 16 6 129 558
9 18 5 175 534
13 18 9 128 484
10 15 9 99 73
8 13 9 285 12
8 18 4 123 107
8 18 4 87 776
8 16 5 125 338
8 18 4 82 707
8 18 4 115 621
8 18 4 130 771
8 18 4 244 30
8 18 4 141 291
8 13 8 147 263
8 18 4 168 346
8 18 4 202 204
13 18 8 230 141
8 13 8 242 139
8 18 4 269 607
8 18 4 303 743
8 18 4 407 939
13 18 8 411 907
8 13 8 431 248
8 13 8 134 304
8 18 4 38 351
13 18 8 489 982
9 14 8 34 698
8 18 4 31 829
8 17 4 126 685
8 17 4 196 429
8 17 4 17 498
8 17 4 194 456
8 17 4 110 423
8 13 7 65 511
13 18 7 321 967
8 13 7 40 812
13 18 7 418 891
11 18 5 429 473
13 18 7 350 668
11 16 7 348 625
10 15 7 213 219
13 18 7 143 653
9 14 7 117 237
8 16 4 36 767
8 16 4 136 578
8 18 3 345 163
8 18 3 344 604
8 13 6 357 94
12 18 5 288 383
8 18 3 358 991
8 18 3 295 950
8 18 3 279 722
8 18 3 78 838
8 18 3 297 689
8 18 3 274 377
8 18 3 92 664
8 18 3 74 301
13 18 6 30 175
13 18 6 259 817
8 18 3 398 26
8 18 3 252 480
8 18 3 166 943
8 18 3 486 679
8 18 3 44 355
8 18 3 188 123
8 18 3 195 415
8 18 3 464 726
13 18 6 453 863
8 18 3 256 245
13 18 6 214 524
8 18 3 436 256
8 18 3 220 748
8 18 3 421 461
9 14 6 15 932
8 18 3 316 465
8 18 3 233 215
11 16 6 391 612
8 18 3 2 507
10 17 4 440 734
13 17 7 211 40
9 16 4 369 441
8 17 3 262 585
8 17 3 157 530
9 18 3 154 730
8 17 3 465 418
13 18 5 124 780
13 18 5 139 541
8 13 5 192 822
13 18 5 102 18
10 15 5 366 318
8 16 3 332 449
8 14 4 18 753
8 12 6 81 760
8 14 4 49 713
9 13 6 201 114
13 17 6 7 181
8 16 3 488 7
11 17 4 257 962
13 16 7 171 551
8 15 3 466 136
8 15 3 331 567
8 15 3 107 807
13 18 4 364 870
8 18 2 286 810
13 18 4 473 738
13 18 4 291 159
8 18 2 294 211
8 18 2 478 889
13 18 4 481 131
13 18 4 365 62
13 18 4 182 34
8 13 4 347 901
13 18 4 174 519
13 18 4 173 786
13 18 4 333 594
8 18 2 487 918
8 13 4 164 547
13 18 4 162 974
8 18 2 485 927
8 13 4 378 468
13 18 4 203 791
8 18 2 204 978
8 13 4 370 870
8 18 2 379 922
13 18 4 386 97
13 18 4 390 493
8 13 4 264 58
9 13 5 236 855
13 18 4 394 763
8 18 2 416 103
8 18 2 430 201
8 18 2 433 632
8 13 4 11 905
8 13 4 441 540
8 18 2 442 582
13 18 4 212 572
13 18 4 461 645
8 18 2 210 683
8 18 2 207 953
13 18 4 260 92
9 14 4 302 395
8 18 2 0 694
13 18 4 64 332
8 18 2 57 957
11 16 4 21 228
8 18 2 70 590
8 18 2 42 56
8 18 2 41 881
13 18 4 22 10
8 18 2 58 209
8 18 2 76 845
8 18 2 149 47
8 18 2 32 24
8 13 4 113 174
13 18 4 112 305
13 18 4 95 404
8 13 4 90 969
8 18 2 150 916
13 18 4 144 503
8 14 3 355 69
8 17 2 79 149
8 14 3 24 400
11 17 3 373 50
8 17 2 60 111
8 17 2 37 879
13 16 6 353 263
8 14 3 159 947
14 16 9 457 166
8 16 2 319 187
8 16 2 455 959
15 17 8 247 113
8 16 2 161 804
13 17 4 167 2
8 16 2 217 833
8 12 4 12 893
9 17 2 284 105
8 16 2 425 453
13 15 8 14 855
8 16 2 45 634
8 16 2 311 570
13 18 3 361 468
8 13 3 337 522
13 18 3 249 510
13 18 3 1 310
8 13 3 427 178
8 13 3 424 647
13 18 3 338 661
13 18 3 334 151
13 18 3 122 89
12 17 3 255 760
13 18 3 354 826
13 18 3 352 128
8 13 3 351 862
8 13 3 460 994
8 13 3 271 2
8 11 5 131 626
8 13 3 409 483
13 18 3 39 198
8 13 3 402 912
13 18 3 148 618
13 18 3 101 15
13 18 3 20 757
8 13 3 308 63
8 13 3 145 126
8 13 3 176 43
13 18 3 310 59
8 13 3 23 334
13 18 3 392 360
13 18 3 178 154
13 18 3 380 250
13 18 3 266 380
8 13 3 324 129
8 13 3 137 654
13 18 3 276 903
8 13 3 3 785
13 18 3 476 547
13 18 3 105 841
13 18 3 184 676
13 18 3 387 823
13 15 7 215 115
8 15 2 463 980
8 15 2 306 189
8 15 2 85 296
8 10 7 98 369
8 15 2 341 720
8 15 2 372 280
8 15 2 80 898
13 16 4 289 433
13 17 3 270 259
14 17 4 304 716
8 11 4 226 658
13 17 3 191 900
8 10 6 359 492
13 16 4 48 513
8 11 4 468 616
9 15 2 75 564
13 18 2 86 299
8 13 2 318 169
13 18 2 384 372
8 13 2 317 447
13 18 2 93 797
13 18 2 314 637
8 13 2 63 572
