Mietbegin Mietende Länge ID position
8 16 9 606 581
8 16 9 548 833
8 16 8 269 67
8 16 8 303 452
9 17 8 400 221
9 17 8 36 30
9 16 9 650 698
8 15 9 47 820
8 15 9 362 615
8 17 7 583 429
8 17 7 684 908
8 17 7 168 146
8 17 7 543 262
8 15 9 462 709
8 17 7 141 930
8 16 7 82 851
8 15 8 496 763
9 17 7 164 945
9 17 7 719 899
10 17 8 125 253
9 18 6 501 438
10 16 9 186 526
11 17 9 587 542
9 15 9 359 981
8 17 6 316 396
9 15 9 40 286
10 17 7 123 104
8 14 8 97 77
12 18 8 175 739
8 16 6 92 356
9 15 8 733 812
8 14 8 38 493
8 16 6 436 51
10 16 8 734 991
11 16 9 282 720
9 14 9 544 244
8 17 5 541 974
8 17 5 195 194
8 13 9 129 89
12 17 9 391 375
9 15 7 347 569
12 18 7 136 160
11 17 7 226 230
12 18 7 730 181
13 18 8 720 653
10 18 5 220 805
8 13 8 126 658
13 18 8 518 386
8 16 5 674 938
9 17 5 295 125
8 13 8 551 133
8 16 5 660 300
9 14 8 588 644
8 16 5 565 337
9 14 8 237 787
8 17 4 76 2
9 13 9 704 318
8 14 6 534 61
14 18 9 353 964
9 18 4 726 876
9 13 9 530 889
9 15 6 486 594
11 15 9 147 14
11 17 6 464 309
13 17 9 418 552
10 16 6 448 416
8 14 6 166 119
12 16 9 98 366
8 17 4 433 872
11 15 9 53 666
8 17 4 604 800
10 14 9 65 625
8 14 6 279 865
10 14 9 633 509
9 16 5 596 678
8 15 5 715 332
8 13 7 196 422
8 15 5 233 461
12 17 7 642 343
10 15 7 113 608
12 16 8 302 684
13 17 8 167 748
10 18 4 538 115
10 18 4 311 601
10 16 5 402 237
9 15 5 614 561
8 13 6 488 921
11 17 5 24 731
12 17 6 157 200
10 16 5 188 771
10 14 7 194 39
14 18 7 386 886
8 12 7 49 205
14 18 7 637 130
9 13 7 119 479
10 14 7 585 965
8 12 7 18 168
11 15 7 244 957
8 15 4 523 501
14 17 9 707 274
8 17 3 505 758
13 16 9 628 320
11 14 9 285 405
11 14 9 725 275
13 16 9 214 170
9 12 9 688 383
15 18 9 711 483
8 11 9 227 156
13 16 9 411 472
12 15 9 242 212
12 15 9 213 777
14 17 9 30 789
12 15 9 99 842
14 17 8 508 245
11 14 8 130 518
10 16 4 442 99
9 15 4 32 468
13 16 8 429 137
15 18 8 139 921
9 15 4 149 915
8 11 8 646 407
12 15 8 490 444
10 16 4 478 8
10 16 4 657 85
11 15 6 241 635
9 13 6 645 882
10 16 4 600 295
8 14 4 379 590
8 14 4 70 24
10 13 8 671 748
9 13 6 345 473
8 14 4 563 829
9 15 4 4 953
8 16 3 294 694
8 16 3 485 189
11 17 4 372 576
13 16 7 261 422
15 18 7 64 710
15 18 7 608 460
13 16 7 610 858
9 16 3 430 58
