Mietbegin Mietende Länge ID position
8 16 9 548 193
8 16 8 269 760
8 16 8 303 156
9 17 8 400 57
9 17 8 36 179
9 16 9 650 575
8 15 9 47 950
8 15 9 362 622
8 17 7 583 396
8 17 7 684 473
8 17 7 168 796
8 17 7 543 275
8 17 7 141 226
8 16 7 82 896
9 17 7 164 20
10 17 8 125 464
10 16 9 186 535
8 17 6 316 667
9 15 9 40 311
10 17 7 123 711
8 14 8 97 263
12 18 8 175 282
8 16 6 92 694
8 14 8 38 831
8 16 6 436 889
10 16 8 734 445
8 17 5 541 641
8 13 9 129 353
12 17 9 391 293
9 15 7 347 78
13 18 8 720 67
8 16 5 674 548
9 14 8 588 437
8 16 5 565 782
9 14 8 237 333
8 14 6 534 6
9 18 4 726 700
9 13 9 530 526
10 16 6 448 565
10 14 9 65 47
8 14 6 279 731
8 13 7 196 122
12 17 7 642 501
10 15 7 113 513
13 17 8 167 611
10 18 4 538 778
10 16 5 402 15
9 15 5 614 815
12 17 6 157 95
10 16 5 188 826
9 13 7 119 651
12 15 8 490 752
10 16 4 657 995
8 16 3 294 260
14 17 7 504 388
14 16 9 321 482
10 16 3 41 86
15 18 5 361 631
8 16 2 207 271
11 14 7 17 429
16 18 9 247 213
16 18 9 710 807
15 17 8 173 873
8 14 4 70 811
9 15 4 32 690
14 17 5 178 856
8 13 6 488 69
11 14 8 130 493
11 16 4 94 820
14 18 7 637 367
10 16 4 478 152
9 14 4 571 247
9 13 6 345 116
15 18 7 608 307
13 16 7 481 921
10 12 8 532 844
10 16 4 600 852
12 15 5 512 407
13 16 5 399 202
13 16 7 610 974
8 12 7 18 875
8 11 5 145 934
9 14 4 574 341
15 16 9 559 379
8 11 8 646 483
14 18 6 527 254
9 12 9 688 501
8 13 3 161 921
15 17 6 310 241
8 11 5 499 559
11 15 6 241 989
8 16 2 58 164
12 16 5 331 981
13 16 6 255 844
12 15 9 213 236
8 14 3 712 676
13 17 4 388 718
15 17 6 334 956
10 14 7 585 604
11 15 5 584 417
8 10 9 431 324
12 14 5 417 791
16 17 9 171 984
11 14 5 724 741
16 18 9 580 191
8 16 3 485 929
8 11 5 460 723
12 14 9 661 769
13 18 3 547 125
8 11 9 227 427
11 13 5 324 202
11 14 8 643 554
15 18 7 112 768
11 17 3 210 233
16 17 9 689 826
13 18 3 106 290
8 14 4 563 839
8 12 3 306 236
8 9 9 681 585
13 15 7 257 903
9 12 5 262 773
12 16 5 243 704
15 18 9 711 168
16 18 7 304 416
16 17 9 127 901
8 12 7 49 660
15 18 5 618 555
10 11 9 134 302
10 13 6 256 904
12 14 8 369 937
9 13 6 645 167
15 17 4 135 722
10 12 7 407 979
15 18 8 139 491
10 14 5 252 187
10 14 5 208 138
10 14 7 194 910
9 12 7 110 455
8 13 3 425 917
12 15 9 242 453
