Mietbegin Mietende Länge ID position
8 18 7 362 146
8 18 6 462 242
8 18 6 47 343
8 18 6 186 622
8 18 6 282 685
8 17 6 103 204
8 13 10 53 474
8 18 5 400 825
8 18 5 97 68
8 18 5 273 62
8 13 10 227 103
8 15 7 254 395
8 16 6 129 265
9 18 5 175 512
13 18 9 128 649
10 15 9 99 979
8 13 9 285 901
8 18 4 123 801
8 18 4 87 15
8 16 5 125 871
8 18 4 82 748
8 18 4 115 318
8 18 4 130 526
8 18 4 244 236
8 18 4 141 632
8 13 8 147 556
8 18 4 168 975
13 18 8 230 765
8 13 8 242 789
8 18 4 269 20
8 18 4 303 8
8 18 4 407 544
13 18 8 411 877
8 13 8 431 660
8 13 8 134 126
8 18 4 38 701
13 18 8 489 280
9 14 8 34 757
8 18 4 31 613
8 17 4 126 136
8 17 4 196 957
8 17 4 17 695
8 17 4 194 337
8 17 4 110 179
8 13 7 65 890
13 18 7 321 578
8 13 7 40 377
13 18 7 418 659
11 18 5 429 838
11 16 7 348 28
10 15 7 213 501
13 18 7 143 456
9 14 7 117 119
8 16 4 36 852
8 16 4 136 714
8 18 3 345 99
8 13 6 357 189
12 18 5 288 199
8 18 3 358 141
8 18 3 295 79
8 18 3 279 310
8 18 3 78 58
8 18 3 297 115
8 18 3 274 835
8 18 3 92 413
8 18 3 74 857
13 18 6 30 533
13 18 6 259 349
8 18 3 398 643
8 18 3 252 73
8 18 3 166 410
8 18 3 486 784
8 18 3 44 813
8 18 3 188 601
8 18 3 195 226
8 18 3 464 90
13 18 6 453 789
8 18 3 256 950
13 18 6 214 679
8 18 3 436 719
8 18 3 220 937
8 18 3 421 48
9 14 6 15 1
8 18 3 316 449
8 18 3 233 156
11 16 6 391 734
8 18 3 2 819
10 17 4 440 403
13 17 7 211 553
9 16 4 369 313
8 17 3 262 594
8 17 3 157 466
9 18 3 154 24
8 17 3 465 926
13 18 5 124 390
13 18 5 139 296
8 13 5 192 174
13 18 5 102 127
10 15 5 366 260
8 16 3 332 519
8 14 4 18 212
8 12 6 81 548
8 14 4 49 195
9 13 6 201 965
13 17 6 7 251
8 16 3 488 726
11 17 4 257 371
13 16 7 171 326
8 15 3 466 572
8 15 3 331 52
8 15 3 107 306
13 18 4 364 272
8 18 2 286 510
13 18 4 473 470
13 18 4 291 185
8 18 2 294 334
8 18 2 478 84
13 18 4 481 709
13 18 4 365 886
13 18 4 182 675
8 13 4 347 166
13 18 4 173 831
13 18 4 333 442
8 18 2 487 497
8 13 4 164 914
13 18 4 162 894
8 18 2 485 933
8 13 4 378 299
13 18 4 203 943
8 18 2 204 997
8 13 4 370 673
8 18 2 379 746
13 18 4 386 276
13 18 4 390 605
8 13 4 264 440
9 13 5 236 883
13 18 4 394 104
8 18 2 416 375
8 18 2 430 430
8 18 2 433 490
8 13 4 11 587
8 13 4 441 831
8 18 2 442 617
13 18 4 212 109
13 18 4 461 482
8 18 2 210 13
8 18 2 207 641
13 18 4 260 865
9 14 4 302 290
8 18 2 0 324
13 18 4 64 522
8 18 2 57 416
11 16 4 21 668
8 18 2 70 530
8 18 2 42 988
8 18 2 41 861
13 18 4 22 848
8 18 2 58 569
8 18 2 76 358
8 18 2 149 962
8 18 2 32 446
8 13 4 113 94
13 18 4 112 729
13 18 4 95 93
8 13 4 90 597
8 18 2 150 492
13 18 4 144 384
8 14 3 355 845
8 17 2 79 798
8 14 3 24 421
11 17 3 373 35
8 17 2 60 426
8 17 2 37 452
13 16 6 353 173
8 14 3 159 575
14 16 9 457 585
8 16 2 319 163
8 16 2 455 408
15 17 8 247 0
8 16 2 161 935
13 17 4 167 231
8 16 2 217 171
8 12 4 12 184
9 17 2 284 752
8 16 2 425 638
13 15 8 14 902
8 16 2 45 217
8 16 2 311 807
13 18 3 361 722
8 13 3 241 609
8 13 3 337 283
13 18 3 249 564
13 18 3 1 42
8 13 3 427 471
8 13 3 424 44
13 18 3 338 629
13 18 3 334 360
13 18 3 122 646
12 17 3 255 692
13 18 3 354 990
13 18 3 352 899
8 13 3 351 809
8 13 3 460 76
8 13 3 271 878
8 11 5 131 384
8 13 3 409 249
13 18 3 39 964
8 13 3 402 463
13 18 3 148 994
13 18 3 101 742
13 18 3 20 810
8 13 3 308 534
8 13 3 145 628
8 13 3 176 460
13 18 3 310 915
8 13 3 23 865
13 18 3 392 972
8 13 3 313 954
13 18 3 178 475
13 18 3 380 191
13 18 3 266 380
8 13 3 324 657
8 13 3 137 287
13 18 3 276 248
8 13 3 3 271
13 18 3 476 540
13 18 3 105 435
13 18 3 184 969
13 18 3 387 168
13 15 7 215 919
8 15 2 463 134
8 15 2 306 567
8 15 2 85 863
8 10 7 98 30
8 15 2 341 210
8 15 2 372 363
8 15 2 475 154
8 15 2 80 224
13 16 4 289 548
13 17 3 270 494
14 17 4 304 420
8 11 4 226 779
13 17 3 191 795
8 10 6 359 982
13 16 4 48 911
8 11 4 468 773
9 15 2 75 948
13 18 2 86 599
8 13 2 318 680
13 18 2 384 706
8 13 2 317 636
13 18 2 93 257
13 18 2 315 82
13 18 2 314 303
8 13 2 63 711
13 18 2 388 144
13 18 2 312 597
12 17 2 389 817
13 18 2 415 673
9 14 2 395 740
8 13 2 396 765
13 18 2 66 930
13 18 2 307 160
13 18 2 401 86
8 18 1 403 508
8 13 2 4 234
8 13 2 94 619
12 17 2 408 438
13 18 2 382 189
8 13 2 153 517
8 18 1 72 118
